Unnamed: 0,sms,spam,Unnamed: 3,sms_processed,tokens
4085,Yup i'm free...,False,,yup im free,"['yup', 'im', 'free']"
4086,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",True,,thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services 09065989180,"['thanks', 'ringtone', 'order', 'reference', 'number', 'x29', 'mobile', 'charged', '450', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065989180']"
4087,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",True,,thanks for your ringtone order reference number x49your mobile will be charged 450 should your tone not arrive please call customer services 09065989182,"['thanks', 'ringtone', 'order', 'reference', 'number', 'x49your', 'mobile', 'charged', '450', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065989182']"
4088,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,True,,we tried to contact you re your reply to our offer of a video handset 750 anytime any networks mins unlimited text camcorder reply or call 08000930705 now,"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'networks', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705']"
4089,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,True,,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now,"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'networks', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705']"
4090,Wow v v impressed. Have funs shopping!,False,,wow v v impressed have funs shopping,"['wow', 'v', 'v', 'impressed', 'funs', 'shopping']"
4091,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,False,,hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can,"['hi', 'darlin', 'kate', 'u', 'doin', 'somethin', 'tonight', 'im', 'going', 'pub', 'called', 'swan', 'something', 'parents', 'one', 'drink', 'phone', 'u']"
4092,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",False,,babe have you got enough money to pick up bread and milk  and ill give you it back when you get home ,"['babe', 'got', 'enough', 'money', 'pick', 'bread', 'milk', 'ill', 'give', 'back', 'get', 'home']"
4093,Thx. All will be well in a few months,False,,thx all will be well in a few months,"['thx', 'well', 'months']"
4094,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",False,,good afternoon sunshine how dawns that day  are we refreshed and happy to be alive do we breathe in the air and smile  i think of you my love  as always,"['good', 'afternoon', 'sunshine', 'dawns', 'day', 'refreshed', 'happy', 'alive', 'breathe', 'air', 'smile', 'think', 'love', 'always']"
4095,Ok lor. I'm in town now lei.,False,,ok lor im in town now lei,"['ok', 'lor', 'im', 'town', 'lei']"
4096,Phony Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,True,,phony â350 award  todays voda numbers ending xxxx are selected to receive a â350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app,"['phony', 'â350', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'selected', 'receive', 'â350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app']"
4097,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,False,,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
4098,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,False,,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
4099,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,False,,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
4100,If you're thinking of lifting me one then no.,False,********,if youre thinking of lifting me one then no,"['youre', 'thinking', 'lifting', 'one']"
4101,Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â€œ,True,,urgent please call 09066612661 from landline â5000 cash or a luxury 4 canary islands holiday await collection tcs sae award 20m12aq 150ppm 16 âœ,"['urgent', 'please', 'call', '09066612661', 'landline', 'â5000', 'cash', 'luxury', '4', 'canary', 'islands', 'holiday', 'await', 'collection', 'tcs', 'sae', 'award', '20m12aq', '150ppm', '16', 'âœ']"
4102,I thank you so much for all you do with selflessness. I love you plenty.,False,,i thank you so much for all you do with selflessness i love you plenty,"['thank', 'much', 'selflessness', 'love', 'plenty']"
4103,o turns out i had stereo love on mi phone under the unknown album.,False,,o turns out i had stereo love on mi phone under the unknown album,"['turns', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']"
4104,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,False,,no  am working on the ringing u thing but have whole houseful of screaming brats so  am pulling my hair out loving u,"['working', 'ringing', 'u', 'thing', 'whole', 'houseful', 'screaming', 'brats', 'pulling', 'hair', 'loving', 'u']"
4105,S:-)if we have one good partnership going we will take lead:),False,,sif we have one good partnership going we will take lead,"['sif', 'one', 'good', 'partnership', 'going', 'take', 'lead']"
4106,But we havent got da topic yet rite?,False,,but we havent got da topic yet rite,"['havent', 'got', 'da', 'topic', 'yet', 'rite']"
4107,Speaking of does he have any cash yet?,False,,speaking of does he have any cash yet,"['speaking', 'cash', 'yet']"
4108,:-) yeah! Lol. Luckily i didn't have a starring role like you!,False,, yeah lol luckily i didnt have a starring role like you,"['yeah', 'lol', 'luckily', 'didnt', 'starring', 'role', 'like']"
4109,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,False,,pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  ltgt  dollars,"['pls', 'ask', 'macho', 'much', 'budget', 'bb', 'bold', '2', 'cos', 'saw', 'new', 'one', 'ltgt', 'dollars']"
4110,Just sent it. So what type of food do you like?,False,,just sent it so what type of food do you like,"['sent', 'type', 'food', 'like']"
4111,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,False,,how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt itxx,"['u', 'missed', 'u', 'havent', '2', 'much', 'bit', 'bored', 'holiday', 'want', '2', 'go', 'bak', '2', 'college', 'sad', 'isnt', 'itxx']"
4112,Oic... Then better quickly go bathe n settle down...,False,,oic then better quickly go bathe n settle down,"['oic', 'better', 'quickly', 'go', 'bathe', 'n', 'settle']"
4113,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",False,,my friend just got here and says hes upping his order by a few grams hes got  ltgt  when can you get here,"['friend', 'got', 'says', 'hes', 'upping', 'order', 'grams', 'hes', 'got', 'ltgt', 'get']"
4114,"Not sure yet, still trying to get a hold of him",False,,not sure yet still trying to get a hold of him,"['sure', 'yet', 'still', 'trying', 'get', 'hold']"
4115,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),False,,hai dear friends this is my new amp present number by rajitha raj ranju,"['hai', 'dear', 'friends', 'new', 'amp', 'present', 'number', 'rajitha', 'raj', 'ranju']"
4116,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,False,,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,"['must', 'sit', 'around', 'wait', 'summer', 'days', 'celebrate', 'magical', 'sight', 'worlds', 'dressed', 'white', 'oooooh', 'let', 'snow']"
4117,Thanks  and ! Or bomb and date as my phone wanted to say!,False,,thanks  and  or bomb and date as my phone wanted to say,"['thanks', 'bomb', 'date', 'phone', 'wanted', 'say']"
4118,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",False,,ugh y cant u just apologize admit u were wrong and ask me to take u back,"['ugh', 'cant', 'u', 'apologize', 'admit', 'u', 'wrong', 'ask', 'take', 'u', 'back']"
4119,Thanx a lot...,False,,thanx a lot,"['thanx', 'lot']"
4120,FREE entry into our Â£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,True,,free entry into our â250 weekly comp just send the word enter to 84128 now 18 tc wwwtextcompcom cust care 08712405020,"['free', 'entry', 'â250', 'weekly', 'comp', 'send', 'word', 'enter', '84128', '18', 'tc', 'wwwtextcompcom', 'cust', 'care', '08712405020']"
4121,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),False,,nope but ill b going 2 sch on fri quite early lor cos mys sis got paper in da morn ,"['nope', 'ill', 'b', 'going', '2', 'sch', 'fri', 'quite', 'early', 'lor', 'cos', 'mys', 'sis', 'got', 'paper', 'da', 'morn']"
4122,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,False,,leaving to qatar tonite in search of an opportunityall went fastpls add me in ur prayers dearrakhesh,"['leaving', 'qatar', 'tonite', 'search', 'opportunityall', 'went', 'fastpls', 'add', 'ur', 'prayers', 'dearrakhesh']"
4123,Huh so early.. Then Ã¼ having dinner outside izzit?,False,,huh so early then ã¼ having dinner outside izzit,"['huh', 'early', 'ã¼', 'dinner', 'outside', 'izzit']"
4124,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",False,,hello just got here st andrewsboy its a long way its cold i will keep you posted,"['hello', 'got', 'st', 'andrewsboy', 'long', 'way', 'cold', 'keep', 'posted']"
4125,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,True,,you are chosen to receive a â350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer,"['chosen', 'receive', 'â350', 'award', 'pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']"
4126,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,True,,you are chosen to receive a â350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer,"['chosen', 'receive', 'â350', 'award', 'pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']"
4127,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,False,,they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up,"['thread', 'wishlist', 'section', 'forums', 'ppl', 'post', 'nitro', 'requests', 'start', 'last', 'page', 'collect', 'bottom']"
4128,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,False,,just chill for another 6hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,"['chill', 'another', '6hrs', 'could', 'sleep', 'pain', 'surgical', 'emergency', 'see', 'unfolds', 'okay']"
4129,Genius what's up. How your brother. Pls send his number to my skype.,False,,genius whats up how your brother pls send his number to my skype,"['genius', 'whats', 'brother', 'pls', 'send', 'number', 'skype']"
4130,Are you plans with your family set in stone ?,False,,are you plans with your family set in stone ,"['plans', 'family', 'set', 'stone']"
4131,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,False,,ha i wouldnt say that i just didnt read anything into way u seemed i dont like 2 be judgementali save that for fridays in the pub,"['ha', 'wouldnt', 'say', 'didnt', 'read', 'anything', 'way', 'u', 'seemed', 'dont', 'like', '2', 'judgementali', 'save', 'fridays', 'pub']"
